District,Year,Season,Area,Production,Yield,T2M,T2M_MAX,T2M_MIN,RH2M,Rainfall,Solar_Radiation,N,P,K,pH
Kanniyakumari,2015,Kharif,12957,55789,4.31,25.9492623,29.76204918,23.41336066,83.69295082,278.75,2354.24,211.3,54.66,324.14,6.9
Kanniyakumari,2016,Kharif,12156,48670,4,26.02122951,30.36614754,23.26557377,80.30991803,170.3,2369.09,211.3,54.66,324.14,6.9
Kanniyakumari,2017,Autumn,3204,11368,3.55,25.27459016,29.13819672,22.47032787,85.1257377,442.96,966.64,238,36.5,313,5.9
Kanniyakumari,2017,Summer,114,509,4.46,28.84445652,35.04228261,24.46336957,67.16793478,140.8,1928.74,238,36.5,313,5.9
Kanniyakumari,2017,Winter,6310,21157,3.35,24.988,31.11233333,20.07511111,72.557,124.83,1674.54,238,36.5,313,5.9
Kanniyakumari,2018,Autumn,5925,21707,3.66,24.95163934,28.56295082,22.14393443,85.70491803,359.34,972.9,238,36.5,313,5.9
Kanniyakumari,2018,Summer,77,322,4.18,27.93282609,33.36217391,24.00978261,72.01565217,203.68,1844.8,238,36.5,313,5.9
Kanniyakumari,2018,Winter,5953,25540,4.29,24.98633333,31.01566667,20.28044444,74.59933333,24.97,1677.88,238,36.5,313,5.9
Kanniyakumari,2019,Autumn,5044,19580,3.88,25.07393443,28.32344262,22.57180328,87.94032787,597.76,993.37,238,36.5,313,5.9
Kanniyakumari,2019,Summer,49,212,4.33,29.76097826,36.52945652,24.9376087,62.68347826,65.12,2034.59,238,36.5,313,5.9
Kanniyakumari,2019,Winter,5877,24012,4.09,25.571,31.63744444,20.82055556,73.76222222,83.66,1638.72,238,36.5,313,5.9
Kanniyakumari,2020,Autumn,5779,26533,4.59,25.55196721,29.73016393,22.55245902,83.6704918,339.12,1075.77,190.25,34.66,478.63,7.4
Kanniyakumari,2020,Summer,3,12,4,29.00630435,35.06086957,24.59586957,67.33913043,174.85,1913.07,190.25,34.66,478.63,7.4
Kanniyakumari,2020,Winter,5795,22207,3.83,24.66791209,29.92593407,20.4932967,80.56714286,107.46,1656.67,190.25,34.66,478.63,7.4
Kanniyakumari,2021,Autumn,5742,22654,3.95,24.83377049,27.85934426,22.65114754,89.32704918,742.12,879.85,190.25,34.66,478.63,7.4
Kanniyakumari,2021,Summer,19,75,3.95,27.09923913,32.23478261,23.32684783,76.53086957,374.9,1869.05,190.25,34.66,478.63,7.4
Kanniyakumari,2021,Winter,5700,20107,3.53,23.52022222,27.84533333,19.96022222,86.53655556,509.52,1631.71,190.25,34.66,478.63,7.4
Kanniyakumari,2022,Autumn,5639,20178,3.58,25.13754098,29.38721311,22.07491803,82.83606557,297.5,1017.69,190.25,34.66,478.63,7.4
Kanniyakumari,2022,Winter,5531,21325,3.86,24.77788889,29.88388889,20.71966667,80.25022222,192.93,1597.34,190.25,34.66,478.63,7.4
Karur,2010,Kharif,14808,56991,3.85,27.64631148,33.46188525,23.30196721,70.02631148,320.89,2395.69,90.7,11.295,418.78,8.4
Karur,2011,Kharif,17090,65737,3.85,28.02483607,34.33852459,23.2654918,65.66795082,293.11,2527.84,90.7,11.295,418.78,8.4
Karur,2012,Kharif,10907,44073,4.04,28.25385246,34.38180328,23.55172131,65.6692623,288.14,2551.42,90.7,11.295,418.78,8.4
Karur,2013,Kharif,12565,69898,5.56,27.79155738,33.63434426,23.43327869,67.44565574,280.95,2423.16,90.7,11.295,418.78,8.4
Karur,2014,Kharif,13445,68608,5.1,28.59196721,34.6354918,24.05770492,65.57754098,216.13,2561.59,90.7,11.295,418.78,8.4
Karur,2015,Kharif,13276,52886,3.98,28.74909836,34.92967213,23.90237705,65.40967213,235.15,2617.56,90.7,11.295,418.78,8.4
Karur,2016,Kharif,3672,10792,2.94,28.69409836,34.98204918,23.80327869,63.69942623,163.94,2535.56,90.7,11.295,418.78,8.4
Karur,2017,Summer,182,813,4.47,30.70847826,37.6073913,24.80956522,56.07293478,154.43,2065.21,217,29,462.5,7.75
Karur,2017,Winter,11011,41545,3.77,25.03822222,32.94877778,18.66744444,64.40233333,61.75,1689.72,217,29,462.5,7.75
Karur,2018,Summer,322,1350,4.19,29.90380435,36.64913043,24.10891304,58.91293478,178.6,2015.1,217,29,462.5,7.75
Karur,2018,Winter,11070,38210,3.45,25.06022222,32.85188889,18.97744444,67.57877778,37.04,1689.37,217,29,462.5,7.75
Karur,2019,Summer,268,1154,4.31,31.92423913,39.45956522,25.3276087,49.32347826,83.19,2161.31,217,29,462.5,7.75
Karur,2019,Winter,10862,37843,3.48,25.64677778,33.237,19.54144444,67.26388889,59.5,1644.9,217,29,462.5,7.75
Karur,2020,Autumn,1,5,5,25.80098361,30.77393443,21.9104918,80.48196721,298.15,1028.49,117,18.75,366,8.2
Karur,2020,Summer,219,903,4.12,31.52315217,38.8751087,25.24717391,51.53032609,56.42,2113.13,117,18.75,366,8.2
Karur,2020,Winter,12789,35839,2.8,25.1267033,32.22340659,19.41351648,71.99593407,100.69,1618.01,117,18.75,366,8.2
Karur,2021,Summer,615,2458,4,29.25434783,36.25934783,23.50717391,62.30576087,172.48,2074.1,117,18.75,366,8.2
Karur,2021,Winter,14344,43306,3.02,23.66677778,29.79811111,18.74777778,79.99377778,159.62,1581.56,117,18.75,366,8.2
Karur,2022,Summer,703,2794,3.97,29.50923913,36.60097826,23.65586957,61.20304348,189.37,1964.01,117,18.75,366,8.2
Karur,2022,Winter,14145,54887,3.88,24.64288889,31.08355556,19.61044444,76.23711111,100.86,1577.91,117,18.75,366,8.2
Krishnagiri,2010,Kharif,16337,70126,4.29,24.54434426,29.52770492,20.73508197,78.61368852,520.32,2172.63,183.48,25.62,152.07,7.23
Krishnagiri,2011,Kharif,20111,91443,4.55,25.39393443,31.49893443,20.7292623,70.42786885,354.09,2322.22,183.48,25.62,152.07,7.23
Krishnagiri,2012,Kharif,17753,72186,4.07,25.73901639,31.86885246,20.95721311,68.7345082,332.64,2378.53,183.48,25.62,152.07,7.23
Krishnagiri,2013,Kharif,29704,143404,4.83,24.43918033,29.61385246,20.4902459,76.65057377,531.57,2181.12,183.48,25.62,152.07,7.23
Krishnagiri,2014,Kharif,19264,94094,4.88,25.66844262,31.56991803,21.15459016,71.58811475,345.6,2336.56,183.48,25.62,152.07,7.23
Krishnagiri,2015,Kharif,22805,102306,4.49,26.08942623,32.28221311,21.2942623,69.78040984,292.14,2486.25,183.48,25.62,152.07,7.23
Krishnagiri,2016,Kharif,15987,69583,4.35,25.29819672,31.07598361,20.75713115,72.68885246,352.39,2294.86,183.48,25.62,152.07,7.23
Krishnagiri,2017,Autumn,2078,10392,5,22.75622951,26.97377049,19.39491803,86.63327869,232.53,954.65,149,46,304,7.8
Krishnagiri,2017,Summer,8885,43981,4.95,28.56706522,35.83543478,22.11086957,54.70576087,235.47,2053.96,149,46,304,7.8
Krishnagiri,2017,Winter,13922,63665,4.57,22.02066667,30.22444444,15.58188889,64.84055556,26.94,1696.46,149,46,304,7.8
Krishnagiri,2018,Autumn,3746,18238,4.87,23.67688525,30.26885246,18.8042623,73.92868852,128,1065.47,149,46,304,7.8
Krishnagiri,2018,Summer,7410,36086,4.87,27.96347826,35.17076087,21.6323913,56.42434783,214.68,2099.03,149,46,304,7.8
Krishnagiri,2018,Winter,11805,58290,4.94,22.53033333,30.88166667,16.21144444,65.17177778,11.65,1714.27,149,46,304,7.8
Krishnagiri,2019,Autumn,2922,14195,4.86,23.10229508,27.32852459,19.82672131,87.09245902,251.41,1033.11,149,46,304,7.8
Krishnagiri,2019,Summer,6627,33176,5.01,29.33945652,37.04630435,22.37978261,50.1373913,173.3,2184.95,149,46,304,7.8
Krishnagiri,2019,Winter,14019,63317,4.52,23.11444444,31.02577778,17.08455556,66.092,37.45,1639.54,149,46,304,7.8
Krishnagiri,2020,Autumn,3492,16642,4.77,22.78262295,27.31704918,19.2495082,85.65163934,266.69,978.05,164,15.8,208,7.7
Krishnagiri,2020,Summer,7537,33442,4.44,28.8823913,36.58271739,22.22413043,52.54184783,124.1,2129.67,164,15.8,208,7.7
Krishnagiri,2020,Winter,14304,71309,4.99,22.75582418,30.32626374,17.03582418,70.64934066,41.39,1675.08,164,15.8,208,7.7
Krishnagiri,2021,Autumn,5883,30172,5.13,23.02032787,26.71540984,20.25655738,88.47540984,457.28,790.28,164,15.8,208,7.7
Krishnagiri,2021,Summer,10169,36355,3.58,27.4676087,34.79956522,21.23228261,58.59097826,346.77,2131.64,164,15.8,208,7.7
Krishnagiri,2021,Winter,12351,52374,4.24,21.64766667,28.67144444,16.43155556,75.72177778,50.15,1581.49,164,15.8,208,7.7
Krishnagiri,2022,Autumn,6692,29189,4.36,22.23229508,26.82672131,18.60262295,86.26852459,279.88,916.89,164,15.8,208,7.7
Krishnagiri,2022,Summer,10416,42727,4.1,27.40358696,34.6798913,21.23358696,59.95652174,297.22,1983.23,164,15.8,208,7.7
Krishnagiri,2022,Winter,13376,61090,4.57,21.96611111,28.62277778,16.944,77.01566667,80.21,1565.85,164,15.8,208,7.7
Madurai,2010,Kharif,61064,260055,4.26,28.25901639,34.16860656,23.73270492,65.24590164,302.22,2409.52,195,18.67,259.5,8
Madurai,2011,Kharif,65635,304235,4.64,28.78721311,35.28319672,23.73631148,60.13827869,236.17,2572.46,195,18.67,259.5,8
Madurai,2012,Kharif,18024,65000,3.61,29.19270492,35.58557377,24.11844262,59.60639344,200.43,2587.11,195,18.67,259.5,8
Madurai,2013,Kharif,35268,163965,4.65,28.67680328,34.535,24.20811475,60.65598361,215.47,2423.81,195,18.67,259.5,8
Madurai,2014,Kharif,47717,197498,4.14,28.90016393,34.99295082,24.27360656,62.48385246,222.57,2612.05,195,18.67,259.5,8
Madurai,2015,Kharif,55983,203670,3.64,28.53836066,34.67221311,23.68934426,66.22704918,317.95,2607.26,195,18.67,259.5,8
Madurai,2016,Kharif,10407,34120,3.28,28.69590164,35.01057377,23.77721311,63.05229508,250.61,2567.08,195,18.67,259.5,8
Madurai,2017,Autumn,723,2972,4.11,25.83672131,30.05459016,22.55655738,82.25377049,265.66,1019.79,150,50,327,7.89
Madurai,2017,Summer,2796,9532,3.41,30.46391304,37.35097826,24.90891304,58.14043478,169.54,2027.75,150,50,327,7.89
Madurai,2017,Winter,17409,72073,4.14,24.75833333,31.98666667,19.03077778,69.00055556,81.61,1714.17,150,50,327,7.89
Madurai,2018,Autumn,2743,13372,4.87,25.74967213,30.5147541,22.04754098,80.55688525,282.29,973.21,150,50,327,7.89
Madurai,2018,Summer,9159,35957,3.93,29.32,35.82663043,24.13282609,63.59097826,192.52,1972.57,150,50,327,7.89
Madurai,2018,Winter,36559,151563,4.15,24.837,31.93155556,19.39644444,71.24688889,30.84,1698.43,150,50,327,7.89
Madurai,2019,Autumn,658,2699,4.1,25.5095082,29.2042623,22.54918033,86.50540984,432.98,1035.37,150,50,327,7.89
Madurai,2019,Summer,7714,28330,3.67,31.61445652,39.12695652,25.55804348,52.04282609,77.14,2123.28,150,50,327,7.89
Madurai,2019,Winter,32096,134887,4.2,25.28644444,32.15088889,19.878,72.35922222,70.25,1615.59,150,50,327,7.89
Madurai,2020,Autumn,1263,5504,4.36,25.97901639,30.58540984,22.3304918,80.7104918,510.41,1063.72,182,23.2,342,7.13
Madurai,2020,Summer,8741,32918,3.77,30.5076087,37.51467391,24.93369565,58.11195652,104.97,2055.44,182,23.2,342,7.13
Madurai,2020,Winter,34598,140628,4.06,24.72131868,30.84373626,19.8832967,77.36626374,148.27,1656.46,182,23.2,342,7.13
Madurai,2021,Autumn,8935,36499,4.08,25.48770492,29.10262295,22.66409836,86.63459016,528.58,915.65,182,23.2,342,7.13
Madurai,2021,Summer,8771,33393,3.81,28.60793478,35.17706522,23.45695652,67.08641304,156.98,2053.87,182,23.2,342,7.13
Madurai,2021,Winter,41767,151735,3.63,23.34944444,28.40866667,19.26577778,85.133,247.67,1666.67,182,23.2,342,7.13
Madurai,2022,Autumn,9808,37744,3.85,25.10557377,29.34344262,21.64180328,83.03983607,376.6,978.26,182,23.2,342,7.13
Madurai,2022,Summer,9076,33252,3.66,28.97347826,35.75923913,23.55173913,65.06032609,249.53,1990.75,182,23.2,342,7.13
Madurai,2022,Winter,39602,158025,3.99,24.47755556,30.14666667,20.057,79.89666667,147.87,1624.54,182,23.2,342,7.13
Mayiladuthurai,2020,Autumn,37571,179276,4.77,27.00327869,31.00081967,23.88131148,81.37442623,342.2,987.49,140,16.05,352.5,6.5
Mayiladuthurai,2020,Summer,8,34,4.25,31.11565217,37.56793478,26.25673913,60.78956522,49.59,2095.54,140,16.05,352.5,6.5
Mayiladuthurai,2020,Winter,68343,161247,2.36,25.11230769,29.74461538,21.65120879,80.7789011,384.66,1586.36,140,16.05,352.5,6.5
Mayiladuthurai,2021,Autumn,39068,149467,3.83,26.35672131,29.00147541,24.2895082,88.79180328,854.31,822.66,140,16.05,352.5,6.5
Mayiladuthurai,2021,Summer,30,119,3.97,29.56152174,35.30576087,25.13576087,68.48358696,97.2,2104.21,140,16.05,352.5,6.5
Mayiladuthurai,2021,Winter,68705,225967,3.29,24.25744444,28.29355556,21.13244444,86.18155556,270.71,1544.17,140,16.05,352.5,6.5
Mayiladuthurai,2022,Autumn,37901,135731,3.58,26.23868852,29.95688525,23.34819672,83.68180328,363.55,908.69,140,16.05,352.5,6.5
Mayiladuthurai,2022,Summer,127,504,3.97,29.91108696,35.75130435,25.37847826,67.2201087,164.45,1962.56,140,16.05,352.5,6.5
Mayiladuthurai,2022,Winter,68510,206818,3.02,24.80577778,29.19411111,21.58877778,83.91,231.69,1518.02,140,16.05,352.5,6.5
Nagapattinam,2010,Kharif,156049,321506,2.06,29.1492623,31.61983607,26.99442623,73.73827869,404.53,2393.25,64.3,32.08,283.07,7.063
Nagapattinam,2011,Kharif,170042,577026,3.39,29.71090164,32.47557377,27.26622951,69.08221311,237.68,2545.79,64.3,32.08,283.07,7.063
Nagapattinam,2012,Kharif,142210,201553,1.42,29.58622951,32.15319672,27.33008197,70.48098361,219.44,2555.76,64.3,32.08,283.07,7.063
Nagapattinam,2013,Kharif,154750,605329,3.91,29.41532787,32.03811475,27.10040984,70.74319672,311.67,2411.42,64.3,32.08,283.07,7.063
Nagapattinam,2014,Kharif,159499,579962,3.64,29.83983607,32.45196721,27.54114754,70.25647541,205.59,2543.75,64.3,32.08,283.07,7.063
Nagapattinam,2015,Kharif,163794,338260,2.07,29.60467213,32.16983607,27.41942623,73.20786885,303.71,2592.85,64.3,32.08,283.07,7.063
Nagapattinam,2016,Kharif,166312,263320,1.58,29.40155738,31.99795082,27.14344262,73.00614754,321.16,2519.82,64.3,32.08,283.07,7.063
Nagapattinam,2017,Autumn,34881,97562,2.8,27.80590164,29.25114754,26.57983607,82.64393443,578.71,907.7,126,38,210,7.8
Nagapattinam,2017,Summer,304,1358,4.47,29.63663043,32.13315217,27.66706522,73.77184783,111.49,2040.47,126,38,210,7.8
Nagapattinam,2017,Winter,128703,348528,2.71,25.90766667,27.95255556,24.32455556,74.71666667,181.91,1646.2,126,38,210,7.8
Nagapattinam,2018,Autumn,36966,151967,4.11,27.53885246,28.97918033,26.35918033,81.14918033,434.72,884.86,126,38,210,7.8
Nagapattinam,2018,Summer,545,2282,4.19,29.20054348,31.37304348,27.46315217,75.24097826,147.56,1986.21,126,38,210,7.8
Nagapattinam,2018,Winter,130729,413886,3.17,25.55866667,27.36944444,24.09944444,79.09833333,109.81,1622.61,126,38,210,7.8
Nagapattinam,2019,Autumn,36665,140038,3.82,27.71852459,28.88737705,26.70606557,82.55934426,470.95,1001.87,126,38,210,7.8
Nagapattinam,2019,Summer,388,1669,4.3,29.92836957,32.60413043,27.87902174,72.27652174,57.05,2141.34,126,38,210,7.8
Nagapattinam,2019,Winter,132169,416902,3.15,26.27677778,28.14711111,24.84466667,77.17311111,145.97,1609.81,126,38,210,7.8
Nagapattinam,2020,Autumn,8190,33432,4.08,27.91540984,29.59377049,26.43606557,80.99377049,377.6,989.86,180,12.35,137.94,7.3
Nagapattinam,2020,Summer,74,307,4.15,29.75173913,32.1773913,27.89217391,71.91804348,78.79,2080.31,180,12.35,137.94,7.3
Nagapattinam,2020,Winter,65309,105509,1.62,26.39384615,28.03604396,25.08648352,77.77571429,337.86,1581.7,180,12.35,137.94,7.3
Nagapattinam,2021,Autumn,13215,53013,4.01,27.43918033,28.48016393,26.48508197,85.88786885,860.05,832.93,180,12.35,137.94,7.3
Nagapattinam,2021,Summer,307,1228,4,29.1298913,31.37858696,27.32521739,75.43815217,147.88,2055.96,180,12.35,137.94,7.3
Nagapattinam,2021,Winter,64683,180059,2.78,25.97977778,27.442,24.78955556,80.47755556,257.24,1556.48,180,12.35,137.94,7.3
Nagapattinam,2022,Autumn,18261,65305,3.58,27.29819672,28.81836066,25.99590164,81.18196721,422.99,902.44,180,12.35,137.94,7.3
Nagapattinam,2022,Summer,623,2478,3.98,29.25076087,31.59608696,27.37869565,75.66347826,195.84,1965.16,180,12.35,137.94,7.3
Nagapattinam,2022,Winter,65157,204099,3.13,26.08177778,27.693,24.82555556,80.65322222,229.29,1525.26,180,12.35,137.94,7.3
Namakkal,2010,Kharif,14058,53956,3.84,27.64631148,33.46188525,23.30196721,70.02631148,320.89,2257.51,184.9,33.53,595,8.2
Namakkal,2011,Kharif,8129,35747,4.4,28.02483607,34.33852459,23.2654918,65.66795082,293.11,2408.76,184.9,33.53,595,8.2
Namakkal,2012,Kharif,5545,20254,3.65,28.25385246,34.38180328,23.55172131,65.6692623,288.14,2460.86,184.9,33.53,595,8.2
Namakkal,2013,Kharif,9180,50983,5.55,27.79155738,33.63434426,23.43327869,67.44565574,280.95,2275.11,184.9,33.53,595,8.2
Namakkal,2014,Kharif,10416,53325,5.12,28.59196721,34.6354918,24.05770492,65.57754098,216.13,2402.17,184.9,33.53,595,8.2
Namakkal,2015,Kharif,11983,60391,5.04,28.74909836,34.92967213,23.90237705,65.40967213,235.15,2534.71,184.9,33.53,595,8.2
Namakkal,2016,Kharif,2188,7133,3.26,28.69409836,34.98204918,23.80327869,63.69942623,163.94,2398.02,184.9,33.53,595,8.2
Namakkal,2017,Autumn,622,2397,3.85,25.90770492,30.60016393,22.22344262,80.97934426,204.5,942.23,199.5,20,583,8.2
Namakkal,2017,Summer,528,2359,4.47,30.70847826,37.6073913,24.80956522,56.07293478,154.43,2007.42,199.5,20,583,8.2
Namakkal,2017,Winter,6161,35685,5.79,25.03822222,32.94877778,18.66744444,64.40233333,61.75,1676.94,199.5,20,583,8.2
Namakkal,2018,Autumn,4515,14793,3.28,26.10704918,31.93344262,21.59918033,76.40311475,194.34,982.45,199.5,20,583,8.2
Namakkal,2018,Summer,221,927,4.19,29.90380435,36.64913043,24.10891304,58.91293478,178.6,2014.84,199.5,20,583,8.2
Namakkal,2018,Winter,2899,13027,4.49,25.06022222,32.85188889,18.97744444,67.57877778,37.04,1694.66,199.5,20,583,8.2
Namakkal,2019,Autumn,608,2495,4.1,25.68442623,29.88868852,22.35213115,84.68393443,279.58,1017.47,199.5,20,583,8.2
Namakkal,2019,Summer,842,3623,4.3,31.92423913,39.45956522,25.3276087,49.32347826,83.19,2162.37,199.5,20,583,8.2
Namakkal,2019,Winter,9103,41616,4.57,25.64677778,33.237,19.54144444,67.26388889,59.5,1636.03,199.5,20,583,8.2
Namakkal,2020,Autumn,817,3561,4.36,25.80098361,30.77393443,21.9104918,80.48196721,298.15,1004.49,222,50,764,8.34
Namakkal,2020,Summer,1266,5215,4.12,31.52315217,38.8751087,25.24717391,51.53032609,56.42,2087.61,222,50,764,8.34
Namakkal,2020,Winter,8198,29346,3.58,25.1267033,32.22340659,19.41351648,71.99593407,100.69,1628.67,222,50,764,8.34
Namakkal,2021,Autumn,871,3557,4.08,25.37327869,28.95065574,22.52754098,86.75639344,425.25,823.4,222,50,764,8.34
Namakkal,2021,Summer,869,3471,3.99,29.25434783,36.25934783,23.50717391,62.30576087,172.48,2078.06,222,50,764,8.34
Namakkal,2021,Winter,9013,44873,4.98,23.66677778,29.79811111,18.74777778,79.99377778,159.62,1550.98,222,50,764,8.34
Namakkal,2022,Autumn,812,3123,3.85,25.20245902,29.94344262,21.34131148,81.25377049,279.19,915.54,222,50,764,8.34
Namakkal,2022,Summer,880,3497,3.97,29.50923913,36.60097826,23.65586957,61.20304348,189.37,1938.5,222,50,764,8.34
Namakkal,2022,Winter,8752,47032,5.37,24.64288889,31.08355556,19.61044444,76.23711111,100.86,1548.13,222,50,764,8.34
Perambalur,2010,Kharif,14245,54714,3.84,28.18713115,33.88877049,23.83336066,68.9147541,345.75,2257.51,129.74,20.64,420.3,8.06
Perambalur,2011,Kharif,13099,58475,4.46,28.81188525,35.09254098,23.95770492,63.18311475,299.82,2408.76,129.74,20.64,420.3,8.06
Perambalur,2012,Kharif,7299,20892,2.86,28.85065574,34.79877049,24.11221311,64.2757377,302.47,2460.86,129.74,20.64,420.3,8.06
Perambalur,2013,Kharif,7175,36163,5.04,28.56147541,34.35278689,24.08934426,65.10516393,293.54,2275.11,129.74,20.64,420.3,8.06
Perambalur,2014,Kharif,8994,43431,4.83,29.28090164,35.3245082,24.63655738,63.35991803,219.53,2402.17,129.74,20.64,420.3,8.06
Perambalur,2015,Kharif,14089,64208,4.56,29.07172131,35.04508197,24.30180328,65.47696721,269.2,2534.71,129.74,20.64,420.3,8.06
Perambalur,2016,Kharif,3319,9439,2.84,29.09860656,35.19180328,24.24483607,63.61303279,220.42,2398.02,129.74,20.64,420.3,8.06
Perambalur,2017,Autumn,327,1260,3.85,25.99688525,30.21098361,22.71360656,82.96967213,277.46,942.23,133,21.25,461.9,7.7
Perambalur,2017,Summer,1499,6698,4.47,30.89119565,38.03543478,25.075,57.84543478,101.37,2007.42,133,21.25,461.9,7.7
Perambalur,2017,Winter,7407,37065,5,24.62188889,32.006,18.847,70.40277778,95.81,1676.94,133,21.25,461.9,7.7
Perambalur,2018,Autumn,89,383,4.3,25.94065574,31.14295082,21.95983607,80.15213115,274.92,982.45,133,21.25,461.9,7.7
Perambalur,2018,Summer,970,4063,4.19,29.90847826,36.80043478,24.27152174,61.82880435,127.56,2014.84,133,21.25,461.9,7.7
Perambalur,2018,Winter,1554,6434,4.14,24.33822222,31.51133333,18.86155556,74.49122222,44.79,1694.66,133,21.25,461.9,7.7
Perambalur,2019,Autumn,60,247,4.12,25.67918033,29.48819672,22.74393443,86.97852459,336.29,1017.47,133,21.25,461.9,7.7
Perambalur,2019,Summer,2392,10293,4.3,31.90891304,39.74043478,25.54152174,52.23967391,38.97,2162.37,133,21.25,461.9,7.7
Perambalur,2019,Winter,3710,16448,4.43,25.08277778,32.07766667,19.68322222,73.58266667,85.94,1636.03,133,21.25,461.9,7.7
Perambalur,2020,Autumn,128,556,4.34,26.03639344,30.69688525,22.40229508,81.42704918,268.84,1004.49,108,12.4,291,8.3
Perambalur,2020,Summer,2368,9759,4.12,31.36967391,38.97358696,25.24413043,54.87369565,42.04,2087.61,108,12.4,291,8.3
Perambalur,2020,Winter,4624,15190,3.29,24.52274725,30.80472527,19.63285714,78.06813187,214.2,1628.67,108,12.4,291,8.3
Perambalur,2021,Autumn,187,764,4.09,25.53868852,28.81213115,22.97770492,88.25721311,587.72,823.4,108,12.4,291,8.3
Perambalur,2021,Summer,3220,12859,3.99,29.27782609,36.18706522,23.79706522,64.7501087,122.3,2078.06,108,12.4,291,8.3
Perambalur,2021,Winter,5518,22265,4.03,23.39333333,28.83088889,19.06111111,84.18744444,188.92,1550.98,108,12.4,291,8.3
Perambalur,2022,Autumn,260,1003,3.86,25.34459016,29.77622951,21.78459016,83.26704918,292.89,915.54,108,12.4,291,8.3
Perambalur,2022,Summer,2198,8737,3.97,29.52826087,36.4425,24.01728261,63.91521739,165.97,1938.5,108,12.4,291,8.3
Perambalur,2022,Winter,5064,20438,4.04,24.13766667,29.812,19.80622222,81.87122222,152.81,1548.13,108,12.4,291,8.3
Pudukkottai,2010,Kharif,92901,208874,2.25,28.9997541,34.61836066,24.60688525,65.64639344,314.21,2395.69,96.09,56.044,101.38,7.2
Pudukkottai,2011,Kharif,92590,334264,3.61,29.58565574,35.77016393,24.75909836,60.37877049,265.13,2527.84,96.09,56.044,101.38,7.2
Pudukkottai,2012,Kharif,83585,240394,2.88,29.66221311,35.53786885,24.92631148,61.50139344,250.43,2551.42,96.09,56.044,101.38,7.2
Pudukkottai,2013,Kharif,72652,119895,1.65,29.44467213,35.15311475,25.00254098,61.2352459,234.68,2423.16,96.09,56.044,101.38,7.2
Pudukkottai,2014,Kharif,67238,279126,4.15,29.87836066,35.74967213,25.30868852,61.46098361,200.25,2561.59,96.09,56.044,101.38,7.2
Pudukkottai,2015,Kharif,73625,258976,3.52,29.48786885,35.32877049,24.76934426,65.05401639,269.53,2617.56,96.09,56.044,101.38,7.2
Pudukkottai,2016,Kharif,69142,73659,1.07,29.74213115,35.7204918,24.90418033,61.7304918,200.02,2535.56,96.09,56.044,101.38,7.2
Pudukkottai,2017,Autumn,2652,10221,3.85,26.63885246,30.83262295,23.35508197,81.42,259.25,991.34,101.5,32.5,110,7.635
Pudukkottai,2017,Summer,1619,7234,4.47,31.1448913,37.94608696,25.73380435,58.7523913,93.64,2065.21,101.5,32.5,110,7.635
Pudukkottai,2017,Winter,81410,154191,1.89,25.20566667,32.19688889,19.682,70.68733333,98.18,1689.72,101.5,32.5,110,7.635
Pudukkottai,2018,Autumn,3073,13169,4.29,26.41606557,31.22590164,22.70819672,80.26852459,295,951.45,101.5,32.5,110,7.635
Pudukkottai,2018,Summer,4841,12303,2.54,30.10956522,36.47184783,24.99597826,63.33228261,134.87,2015.1,101.5,32.5,110,7.635
Pudukkottai,2018,Winter,67011,171356,2.56,25.00588889,31.79144444,19.80044444,74.14177778,46.09,1689.37,101.5,32.5,110,7.635
Pudukkottai,2019,Autumn,4072,15182,3.73,26.16704918,29.78409836,23.34213115,86.44639344,389.63,1055.66,101.5,32.5,110,7.635
Pudukkottai,2019,Summer,3835,11967,3.12,32.10586957,39.51391304,26.26065217,53.65891304,31.5,2161.31,101.5,32.5,110,7.635
Pudukkottai,2019,Winter,79902,246039,3.08,25.64622222,32.23788889,20.55422222,73.956,107.93,1644.9,101.5,32.5,110,7.635
Pudukkottai,2020,Autumn,4562,18461,4.05,26.69803279,31.29229508,23.09081967,80.20344262,301.82,1028.49,175,21.5,260,6.92
Pudukkottai,2020,Summer,7405,21366,2.89,31.28967391,38.31467391,25.7476087,57.64532609,67.68,2113.13,175,21.5,260,6.92
Pudukkottai,2020,Winter,79974,169425,2.12,25.04076923,30.83626374,20.49516484,78.78868132,245.14,1618.01,175,21.5,260,6.92
Pudukkottai,2021,Autumn,5919,19816,3.35,26.0242623,29.29688525,23.43770492,87.63934426,577.64,883.53,175,21.5,260,6.92
Pudukkottai,2021,Summer,10018,25066,2.5,29.35978261,35.66945652,24.33391304,66.73413043,101.3,2074.1,175,21.5,260,6.92
Pudukkottai,2021,Winter,93362,279134,2.99,23.83744444,28.76877778,19.90455556,85.71011111,244.05,1581.56,175,21.5,260,6.92
Pudukkottai,2022,Autumn,8481,30209,3.56,25.78262295,30.00213115,22.37377049,83.20770492,321.05,963.97,175,21.5,260,6.92
Pudukkottai,2022,Summer,4511,16346,3.62,29.73108696,36.19793478,24.60336957,65.07043478,162.94,1964.01,175,21.5,260,6.92
Pudukkottai,2022,Winter,88047,308400,3.5,24.61711111,29.86655556,20.569,82.63322222,228.99,1577.91,175,21.5,260,6.92
Ramanathapuram,2010,Kharif,131397,253999,1.93,29.31852459,33.56672131,25.98204918,67.76803279,291.99,2409.52,128,37.5,817.89,8.199
Ramanathapuram,2011,Kharif,128960,438236,3.4,29.87598361,34.54131148,26.18631148,63.36606557,129.59,2572.46,128,37.5,817.89,8.199
